id,name,type
1737,喝完的咖啡罐,可回收垃圾
1738,喝完的咖啡纸杯,干垃圾
1739,喝完的药瓶,有害垃圾
1740,合金筷子,可回收垃圾
1741,合金玩具,可回收垃圾
1742,河蚌,干垃圾
1743,河蚌壳,干垃圾
1744,河豚,湿垃圾
1745,河虾,湿垃圾
1746,荷包蛋,湿垃圾
1747,荷兰猪毛,干垃圾
1748,荷叶,湿垃圾
1749,核桃,湿垃圾
1750,核桃的壳,干垃圾
1751,核桃壳,干垃圾
1752,核桃肉,湿垃圾
1753,盒饭,湿垃圾
1754,盒饭盒,干垃圾
1755,盒马塑料包装盒,干垃圾
1756,贺卡,可回收垃圾
1757,黑板,大件垃圾
1758,黑板擦,干垃圾
1759,黑豆,湿垃圾
1760,黑胶唱片,干垃圾
1761,黑椒牛排,湿垃圾
1762,黑框眼镜,干垃圾
1763,黑木耳,湿垃圾
1764,黑色垃圾桶,可回收垃圾
1765,黑曜石,干垃圾
1766,黑珍猪,湿垃圾
1767,黑猪,湿垃圾
1768,黑猪肉,湿垃圾
1769,烘焙纸,干垃圾
1770,烘干机,可回收垃圾
1771,烘培纸,干垃圾
1772,烘山芋皮,湿垃圾
1773,烘手器,可回收垃圾
1774,红笔,干垃圾
1775,红茶包,干垃圾
1776,红肠,湿垃圾
1777,红豆,湿垃圾
1778,红豆糕,湿垃圾
1779,红酒瓶,可回收垃圾
1780,红酒瓶瓶塞,干垃圾
1781,红酒塞,干垃圾
1782,红辣椒,湿垃圾
1783,红领巾,可回收垃圾
1784,红木家具,大件垃圾
1785,红烧肉,湿垃圾
1786,红薯,湿垃圾
1787,红薯皮,湿垃圾
1788,红糖,湿垃圾
1789,红枣,湿垃圾
1790,红枣干,湿垃圾
1791,红枣核,湿垃圾
1792,厚塑料袋,干垃圾
1793,厚型塑料袋,干垃圾
1794,厚纸板,可回收垃圾
1795,呼叫器,可回收垃圾
1796,呼啦圈,可回收垃圾
1797,胡椒粉,湿垃圾
1798,胡萝卜,湿垃圾
1799,胡萝卜皮,湿垃圾
1800,胡桃壳,干垃圾
1801,胡须,干垃圾
1802,胡须刀,可回收垃圾
1803,胡渣,干垃圾
1804,胡子,干垃圾
1805,蝴蝶,湿垃圾
1806,虎牙,干垃圾
1807,护垫,干垃圾
1808,护发精油,干垃圾
1809,护发素瓶,可回收垃圾
1810,护发素塑料空瓶,可回收垃圾
1811,护肤品,干垃圾
1812,护肤品玻璃罐,可回收垃圾
1813,护肤品玻璃空瓶,可回收垃圾
1814,护肤品空瓶,可回收垃圾
1815,护肤品瓶,可回收垃圾
1816,护肤品容器,可回收垃圾
1817,护肤品塑料空瓶,可回收垃圾
1818,护肤乳液瓶,可回收垃圾
1819,护肤霜,干垃圾
1820,护肤霜玻璃空瓶,可回收垃圾
1821,护肤霜瓶,可回收垃圾
1822,护理垫,干垃圾
1823,护脸霜玻璃空瓶,可回收垃圾
1824,护脸霜瓶,可回收垃圾
1825,护脸霜塑料空瓶,可回收垃圾
1826,护目镜,干垃圾
1827,护手霜,干垃圾
1828,护手霜盒,可回收垃圾
1829,护手霜盒子,可回收垃圾
1830,护手霜软管,可回收垃圾
1831,花,湿垃圾
1832,花瓣,湿垃圾
1833,花菜,湿垃圾
1834,花草,湿垃圾
1835,花草茶渣,湿垃圾
1836,花草树叶,湿垃圾
1837,花茶包,干垃圾
1838,花茶渣,湿垃圾
1839,花朵,湿垃圾
1840,花肥,干垃圾
1841,花蛤,干垃圾
1842,花蛤壳,干垃圾
1843,花蛤肉,湿垃圾
1844,花卉,湿垃圾
1845,花卉绿植,湿垃圾
1846,花卉植物,湿垃圾
1847,花甲,干垃圾
1848,花甲粉,湿垃圾
1849,花甲壳,干垃圾
1850,花椒,湿垃圾
1851,花椒粉,湿垃圾
1852,花篮,干垃圾
1853,花露水玻璃空瓶,可回收垃圾
1854,花露水瓶,可回收垃圾
1855,花螺,干垃圾
1856,花螺壳,干垃圾
1857,花泥,干垃圾
1858,花盆,干垃圾
1859,花洒,可回收垃圾
1860,花洒软管,可回收垃圾
1861,花生,湿垃圾
1862,花生的壳,湿垃圾
1863,花生酱,湿垃圾
1864,花生壳,湿垃圾
1865,花生米,湿垃圾
1866,花生衣,湿垃圾
1867,花生油桶,可回收垃圾
1868,花椰菜,湿垃圾
1869,花叶,湿垃圾
1870,华为P20,可回收垃圾
1871,华为P有害垃圾0,可回收垃圾
1872,华为手机,可回收垃圾
1873,滑板,可回收垃圾
1874,化纤衣物,可回收垃圾
1875,化学剂桶,有害垃圾
1876,化学试剂,有害垃圾
1877,化学试剂包装玻璃瓶,有害垃圾
1878,化妆粉饼,干垃圾
1879,化妆镜,干垃圾
1880,化妆棉,干垃圾
1881,化妆品包装袋,干垃圾
1882,化妆品玻璃瓶,可回收垃圾
1883,化妆品罐,可回收垃圾
1884,化妆品空瓶,可回收垃圾
1885,化妆品密封塑料膜,干垃圾
1886,化妆品瓶,可回收垃圾
1887,化妆品瓶盖,干垃圾
1888,化妆品外包装纸盒,可回收垃圾
1889,化妆刷,干垃圾
1890,化妆水瓶,可回收垃圾
1891,画笔,干垃圾
1892,画笔画的画,干垃圾
1893,画过的铅化纸,干垃圾
1894,画过画的白纸,干垃圾
1895,画过画的纸,可回收垃圾
1896,画画颜料,干垃圾
1897,画画纸,干垃圾
1898,画框,可回收垃圾
1899,画纸,可回收垃圾
1900,话梅,湿垃圾
1901,话梅核,湿垃圾
1902,话梅壳,湿垃圾
1903,话梅肉,湿垃圾
1904,话筒,可回收垃圾
1905,坏的花盆,干垃圾
1906,坏凳子,大件垃圾
1907,坏电视机,可回收垃圾
1908,坏发卡,干垃圾
1909,坏钢笔,干垃圾
1910,坏空调器,可回收垃圾
1911,坏垃圾桶,可回收垃圾
1912,坏了的玩具,可回收垃圾
1913,坏了的碗,干垃圾
1914,坏马桶,装修垃圾
1915,坏门窗,装修垃圾
1916,坏沙发,大件垃圾
1917,坏手机,可回收垃圾
1918,坏台灯,可回收垃圾
1919,坏椅子,大件垃圾
1920,环保布质垃圾袋,可回收垃圾
1921,环保袋,可回收垃圾
1922,黄板纸,可回收垃圾
1923,黄草纸烧的灰,干垃圾
1924,黄豆,湿垃圾
1925,黄瓜,湿垃圾
1926,黄瓜皮,湿垃圾
1927,黄金,可回收垃圾
1928,黄酒瓶,可回收垃圾
1929,黄芪,湿垃圾
1930,黄桃,湿垃圾
1931,黄桃罐头,可回收垃圾
1932,黄杏核,湿垃圾
1933,黄油,湿垃圾
1934,黄油包装纸,干垃圾
1935,黄鱼,湿垃圾
1936,黄纸板,可回收垃圾
1937,灰,干垃圾
1938,灰尘,干垃圾
1939,灰尘毛发,干垃圾
1940,灰土,干垃圾
1941,徽章,干垃圾
1942,回收物,可回收垃圾
1943,回形针,干垃圾
1944,茴香,湿垃圾
1945,绘本,可回收垃圾
1946,婚戒,可回收垃圾
1947,馄饨盒,干垃圾
1948,混沌皮,湿垃圾
1949,活性炭,干垃圾
1950,火柴,干垃圾
1951,火车,大件垃圾
1952,火车轨道,大件垃圾
1953,火车票,干垃圾
1954,火锅,湿垃圾
1955,火锅包装,干垃圾
1956,火锅底料,湿垃圾
1957,火锅汤底,湿垃圾
1958,火锅调料,湿垃圾
1959,火锅渣,湿垃圾
1960,火锅蘸酱,湿垃圾
1961,火机,干垃圾
1962,火鸡骨头,湿垃圾
1963,火龙果,湿垃圾
1964,火龙果皮,湿垃圾
1965,火山石,干垃圾
1966,火腿,湿垃圾
1967,火腿肠,湿垃圾
1968,火腿肠包装纸,干垃圾
1969,货车,大件垃圾
1970,机顶盒,可回收垃圾
1971,机票,干垃圾
1972,机箱,可回收垃圾
1973,机械表,可回收垃圾
1974,机油桶,可回收垃圾
1975,鸡,湿垃圾
1976,鸡棒骨,湿垃圾
1977,鸡翅,湿垃圾
1978,鸡翅骨头,湿垃圾
1979,鸡翅膀,湿垃圾
1980,鸡翅膀的骨头,湿垃圾
1981,鸡旦壳,湿垃圾
1982,鸡蛋,湿垃圾
1983,鸡蛋包装盒,可回收垃圾
1984,鸡蛋保护塑料盒,可回收垃圾
1985,鸡蛋保护套,干垃圾
1986,鸡蛋饼,湿垃圾
1987,鸡蛋蛋壳,湿垃圾
1988,鸡蛋盒,可回收垃圾
1989,鸡蛋卷,湿垃圾
1990,鸡蛋壳,湿垃圾
1991,鸡蛋皮,湿垃圾
1992,鸡蛋塑料保护壳,可回收垃圾
1993,鸡蛋仔,湿垃圾
1994,鸡粪,干垃圾
1995,鸡肝,湿垃圾
1996,鸡公煲骨头,湿垃圾
1997,鸡骨,湿垃圾
1998,鸡骨棒,湿垃圾
1999,鸡骨架,湿垃圾
2000,鸡骨头,湿垃圾
2001,鸡脚爪,湿垃圾
2002,鸡脚抓,湿垃圾
2003,鸡精,湿垃圾
2004,鸡毛,干垃圾
2005,鸡毛掸,干垃圾
2006,鸡毛掸子,干垃圾
2007,鸡米花,湿垃圾
2008,鸡排,湿垃圾
2009,鸡皮,湿垃圾
2010,鸡屁股,湿垃圾
2011,鸡肉,湿垃圾
2012,鸡软骨,湿垃圾
2013,鸡屎,宠物粪便
2014,鸡头,湿垃圾
2015,鸡腿,湿垃圾
2016,鸡腿骨,湿垃圾
2017,鸡腿骨头,湿垃圾
2018,鸡胸,湿垃圾
2019,鸡鸭骨,湿垃圾
2020,鸡鸭骨头,湿垃圾
2021,鸡鸭鱼,湿垃圾
2022,鸡杂碎,湿垃圾
2023,鸡爪,湿垃圾
2024,积木,可回收垃圾
2025,基围虾,湿垃圾
2026,基围虾壳,湿垃圾
2027,吉他,可回收垃圾
2028,吉他弦,干垃圾
2029,即冲奶茶包装盒,可回收垃圾
2030,急支糖浆,有害垃圾
2031,集成电路板,可回收垃圾
2032,计算机,可回收垃圾
2033,计算机报表纸,可回收垃圾
2034,计算机键盘,可回收垃圾
2035,计算机零件,可回收垃圾
2036,计算器,可回收垃圾
2037,记号笔,干垃圾
2038,记事贴,可回收垃圾
2039,寄居蟹,干垃圾
2040,鲫鱼,湿垃圾
2041,加工类食品,湿垃圾
2042,加湿器,可回收垃圾
2043,家电,可回收垃圾
2044,家电家具,可回收垃圾
2045,家具,大件垃圾
2046,家禽粪便,宠物粪便
2047,家禽内脏,湿垃圾
2048,家庭的过期药品,有害垃圾
2049,家庭花卉,湿垃圾
2050,家庭绿化,湿垃圾
2051,家庭盆栽废弃的树叶,湿垃圾
2052,家庭盆栽树叶,湿垃圾
2053,家庭装潢垃圾,装修垃圾
2054,家养花卉,湿垃圾
2055,家养绿植,湿垃圾
2056,家养绿植叶子,湿垃圾
2057,家养盆栽,湿垃圾
2058,家用电器,可回收垃圾
2059,家用电器内的电路板,可回收垃圾
2060,家用吸尘器,可回收垃圾
2061,夹克,可回收垃圾
2062,甲油,有害垃圾
2063,甲油胶,有害垃圾
2064,甲油瓶,有害垃圾
2065,甲鱼,湿垃圾
2066,甲鱼壳,干垃圾
2067,甲鱼小骨,湿垃圾
2068,假发,干垃圾
2069,假发套,干垃圾
2070,假睫毛,干垃圾
2071,假睫毛胶水,干垃圾
2072,假头套,干垃圾
2073,假牙,干垃圾
2074,坚果,干垃圾
2075,坚果的壳,干垃圾
2076,坚果果壳,干垃圾
2077,坚果壳,干垃圾
2078,煎饼,湿垃圾
2079,煎饼果子,湿垃圾
2080,煎鍋,可回收垃圾
2081,减震泡泡膜,干垃圾
2082,剪刀,可回收垃圾
2083,剪下来的手工纸,干垃圾
2084,剪纸,干垃圾
2085,剪子,可回收垃圾
2086,碱电池,干垃圾
2087,碱性电池,干垃圾
2088,碱性无汞电池,干垃圾
2089,建材,装修垃圾
2090,建材垃圾,装修垃圾
2091,健身器材,可回收垃圾
2092,毽子,干垃圾
2093,键盘,可回收垃圾
2094,键盘清洁胶,干垃圾
2095,姜,湿垃圾
2096,姜糖,湿垃圾
2097,浆糊,干垃圾
2098,酱菜瓶,可回收垃圾
2099,酱料,湿垃圾
2100,酱油包装袋,干垃圾
2101,酱油包装纸,干垃圾
2102,酱油袋,干垃圾
2103,酱油瓶,可回收垃圾
2104,酱汁,湿垃圾
2105,交通卡,可回收垃圾
2106,茭白,湿垃圾
2107,茭白皮,湿垃圾
2108,茭白叶,湿垃圾
2109,胶棒,干垃圾
2110,胶布,干垃圾
2111,胶带,干垃圾
2112,胶带纸,干垃圾
2113,胶合剂,有害垃圾
2114,胶画,干垃圾
2115,胶卷,有害垃圾
2116,胶卷底片,有害垃圾
2117,胶囊,有害垃圾
2118,胶囊咖啡,干垃圾
2119,胶囊咖啡盒,可回收垃圾
2120,胶囊药片,有害垃圾
2121,胶囊药片底板,有害垃圾
2122,胶囊药物,有害垃圾
2123,胶片,有害垃圾
2124,胶水,干垃圾
2125,胶水桶,有害垃圾
2126,胶纸,干垃圾
2127,饺子,湿垃圾
2128,饺子皮,湿垃圾
2129,脚垫,可回收垃圾
2130,脚盆,可回收垃圾
2131,脚皮,干垃圾
2132,脚踏板,干垃圾
2133,脚踏车,大件垃圾
2134,脚指甲,干垃圾
2135,脚趾甲,干垃圾
2136,搅拌棒,干垃圾
2137,搅拌器,可回收垃圾
2138,搅拌勺,干垃圾
2139,叫化鸡,湿垃圾
2140,轿车,大件垃圾
2141,接线板,可回收垃圾
2142,节能灯,有害垃圾
2143,节能灯（含水银）,有害垃圾
2144,节能灯插座,可回收垃圾
2145,节能灯管,有害垃圾
2146,节能灯泡,有害垃圾
2147,洁厕灵瓶子,可回收垃圾
2148,洁厕液瓶,可回收垃圾
2149,洁面摩丝,干垃圾
2150,洁面仪,可回收垃圾
2151,结成团的猫砂,干垃圾
2152,结婚证书,可回收垃圾
2153,结团猫砂,湿垃圾
2154,睫毛膏,干垃圾
2155,睫毛刷,干垃圾
2156,戒指,可回收垃圾
2157,芥末包装,干垃圾
2158,蚧壳,湿垃圾
2159,金华火腿,湿垃圾
2160,金戒指,可回收垃圾
2161,金霉素眼药膏,有害垃圾
2162,金器,可回收垃圾
2163,金枪鱼罐头,可回收垃圾
2164,金手链,可回收垃圾
2165,金属,可回收垃圾
2166,金属包装盒,可回收垃圾
2167,金属厨具,可回收垃圾
2168,金属打火机,干垃圾
2169,金属刀片,可回收垃圾
2170,金属订书机,可回收垃圾
2171,金属钢笔,干垃圾
2172,金属工具,可回收垃圾
2173,金属管,可回收垃圾
2174,金属罐,可回收垃圾
2175,金属罐头,可回收垃圾
2176,金属锅,可回收垃圾
2177,金属锅盖,可回收垃圾
2178,金属盒,可回收垃圾
2179,金属夹子,可回收垃圾
2180,金属剪刀,可回收垃圾
2181,金属拉链,可回收垃圾
2182,金属晾衣杆,可回收垃圾
2183,金属零件,可回收垃圾
2184,金属门吸,可回收垃圾
2185,金属瓶,可回收垃圾
2186,金属瓶盖,可回收垃圾
2187,金属瓶罐,可回收垃圾
2188,金属铅笔盒,可回收垃圾
2189,金属食品罐,可回收垃圾
2190,金属食品桶,可回收垃圾
2191,金属丝,可回收垃圾
2192,金属汤匙,可回收垃圾
2193,金属拖把杆,可回收垃圾
2194,金属文件柜,可回收垃圾
2195,金属香炉,可回收垃圾
2196,金属哑铃,可回收垃圾
2197,金属钥匙扣,可回收垃圾
2198,金属衣架,可回收垃圾
2199,金属鱼钩,可回收垃圾
2200,金属元件,可回收垃圾
2201,金属制菜篮子,可回收垃圾
2202,金属制品,可回收垃圾
2203,金属制容器,可回收垃圾
2204,金属制衣架,可回收垃圾
2205,金丝皇菊,湿垃圾
2206,金项链,可回收垃圾
2207,金鱼,湿垃圾
2208,金针菜,湿垃圾
2209,金针菇,湿垃圾
2210,金子,可回收垃圾
2211,精华玻璃瓶,可回收垃圾
2212,精华液玻璃空瓶,可回收垃圾
2213,精华液瓶,可回收垃圾
2214,精华液塑料空瓶,可回收垃圾
2215,净化器滤芯,干垃圾
2216,净水滤芯,干垃圾
2217,净水器,可回收垃圾
2218,净水器过滤,干垃圾
2219,净水器滤芯,干垃圾
2220,镜框,干垃圾
2221,镜片,可回收垃圾
2222,镜子,干垃圾
2223,韭菜,湿垃圾
2224,酒精,家用医疗用
2225,酒精棉,干垃圾
2226,酒精棉花,干垃圾
2227,酒精棉片,干垃圾
2228,酒精棉片包装袋,干垃圾
2229,酒精棉球,干垃圾
2230,酒精片,干垃圾
2231,酒精瓶,可回收垃圾
2232,酒精饮料,有害垃圾
2233,酒酿,湿垃圾
2234,酒瓶,可回收垃圾
2235,酒瓶盖,可回收垃圾
2236,酒瓶塞子,干垃圾
2237,酒瓶子,可回收垃圾
2238,旧包皮革,可回收垃圾
2239,旧保暖瓶,可回收垃圾
2240,旧保温瓶,可回收垃圾
2241,旧报,可回收垃圾
2242,旧报刊,可回收垃圾
2243,旧报纸,可回收垃圾
2244,旧背包,可回收垃圾
2245,旧被单,可回收垃圾
2246,旧本子,可回收垃圾
2247,旧冰箱,可回收垃圾
2248,旧布料,可回收垃圾
2249,旧布鞋,可回收垃圾
2250,旧草帽,干垃圾
2251,旧橱柜,装修垃圾
2252,旧窗帘,可回收垃圾
2253,旧床单,可回收垃圾
2254,旧床垫,大件垃圾
2255,旧的运动鞋,可回收垃圾
2256,旧灯管,有害垃圾
2257,旧灯泡,有害垃圾
2258,旧电池,有害垃圾
2259,旧电话机,可回收垃圾
2260,旧电脑,可回收垃圾
2261,旧电脑桌,大件垃圾
2262,旧电瓶车,大件垃圾
2263,旧电器,可回收垃圾
2264,旧电视,可回收垃圾
2265,旧电蚊拍,可回收垃圾
2266,旧耳机,可回收垃圾
2267,旧家电,可回收垃圾
2268,旧家具,大件垃圾
2269,旧夹子,可回收垃圾
2270,旧剪刀,可回收垃圾
2271,旧镜子,干垃圾
2272,旧口罩,干垃圾
2273,旧裤子,可回收垃圾
2274,旧筷子,干垃圾
2275,旧垃圾桶,可回收垃圾
2276,旧毛巾,干垃圾
2277,旧帽子,可回收垃圾
2278,旧棉絮,可回收垃圾
2279,旧抹布,干垃圾
2280,旧木板,装修垃圾
2281,旧木家具,大件垃圾
2282,旧内裤,干垃圾
2283,旧内衣,干垃圾
2284,旧跑鞋,可回收垃圾
2285,旧皮包,可回收垃圾
2286,旧皮球,可回收垃圾
2287,旧皮鞋,可回收垃圾
2288,旧皮靴,可回收垃圾
2289,旧皮衣,可回收垃圾
2290,旧收音机,可回收垃圾
2291,旧手电筒,可回收垃圾
2292,旧手机,可回收垃圾
2293,旧手提包,可回收垃圾
2294,旧书,可回收垃圾
2295,旧书包,可回收垃圾
2296,旧书本,可回收垃圾
2297,旧书桌,大件垃圾
2298,旧鼠标,可回收垃圾
2299,旧水槽,干垃圾
2300,旧塑料篮子,可回收垃圾
2301,旧塑料晾衣架,可回收垃圾
2302,旧锁,可回收垃圾
2303,旧铁锅,可回收垃圾
2304,旧拖把,干垃圾
2305,旧拖鞋,可回收垃圾
2306,旧袜子,干垃圾
2307,旧玩具,可回收垃圾
2308,旧玩偶,可回收垃圾
2309,旧相机,可回收垃圾
2310,旧小黑板,干垃圾
2311,旧鞋,可回收垃圾
2312,旧鞋子,可回收垃圾
2313,旧牙刷,干垃圾
2314,旧衣橱,大件垃圾
2315,旧衣服,可回收垃圾
2316,旧衣服床单,可回收垃圾
2317,旧衣服属于,可回收垃圾
2318,旧衣裤,可回收垃圾
2319,旧衣物,可回收垃圾
2320,旧音箱,可回收垃圾
2321,旧鱼缸,干垃圾
2322,旧瑜伽垫,可回收垃圾
2323,旧雨伞,干垃圾
2324,旧浴缸,装修垃圾
2325,旧运动鞋,可回收垃圾
2326,旧照片,有害垃圾
2327,旧照相机,可回收垃圾
2328,旧枕头,可回收垃圾
2329,旧纸袋,可回收垃圾
2330,旧纸盒,可回收垃圾
2331,旧桌椅,大件垃圾
2332,旧桌子,大件垃圾
2333,旧自行车,大件垃圾
2334,舊衣物,可回收垃圾
2335,居民家庭装潢垃圾,装修垃圾
2336,居民装潢垃圾,装修垃圾
2337,桔,湿垃圾
2338,桔柑,湿垃圾
2339,桔梗,湿垃圾
2340,桔皮,湿垃圾
2341,桔普茶,湿垃圾
2342,桔子,湿垃圾
2343,桔子皮,湿垃圾
2344,橘皮,湿垃圾
2345,橘子,湿垃圾
2346,橘子皮,湿垃圾
2347,聚乙烯饭盒,干垃圾
2348,卷笔刀,干垃圾
2349,卷发棒,可回收垃圾
2350,卷筒卫生纸纸芯,可回收垃圾
2351,卷筒纸,干垃圾
2352,卷筒纸包装,干垃圾
2353,卷筒纸内芯,可回收垃圾
2354,卷筒纸外包装,干垃圾
2355,卷筒纸芯,可回收垃圾
2356,卷烟,干垃圾
2357,卷纸,干垃圾
2358,卷纸内芯,可回收垃圾
2359,卷纸筒,干垃圾
2360,卷纸芯,可回收垃圾
2361,卷子,可回收垃圾
2362,菌菇,湿垃圾
2363,咖啡,湿垃圾
2364,咖啡伴侣粉,湿垃圾
2365,咖啡包,湿垃圾
2366,咖啡包装袋,干垃圾
2367,咖啡杯杯盖,干垃圾
2368,咖啡杯盖,干垃圾
2369,咖啡杯套,可回收垃圾
2370,咖啡玻璃瓶,可回收垃圾
2371,咖啡残渣,湿垃圾
2372,咖啡袋,干垃圾
2373,咖啡豆,湿垃圾
2374,咖啡豆渣,湿垃圾
2375,咖啡粉,湿垃圾
2376,咖啡隔热纸,可回收垃圾
2377,咖啡过滤纸,干垃圾
2378,咖啡胶囊,干垃圾
2379,咖啡滤纸,干垃圾
2380,咖啡渣,湿垃圾
2381,咖啡纸杯,干垃圾
2382,咖啡纸杯(内表面附塑料膜),干垃圾
2383,咖啡纸杯盖,干垃圾
2384,咖喱粉,湿垃圾
2385,卡,干垃圾
2386,卡车,大件垃圾
2387,卡纸,可回收垃圾
2388,开关,可回收垃圾
2389,开塞露,有害垃圾
2390,开心果,湿垃圾
2391,开心果壳,湿垃圾
2392,糠,湿垃圾
2393,糠饼,湿垃圾
2394,抗光屏,可回收垃圾
2395,考卷,可回收垃圾
2396,考试卷,可回收垃圾
2397,烤串棒,干垃圾
2398,烤鸡,湿垃圾
2399,烤肉,湿垃圾
2400,烤箱,可回收垃圾
2401,烤鸭,湿垃圾
2402,靠垫,可回收垃圾
2403,靠枕,可回收垃圾
2404,咳嗽糖浆,有害垃圾
2405,咳嗽药片,有害垃圾
2406,咳嗽药水瓶,有害垃圾
2407,可擦笔,干垃圾
2408,可擦复写笔,干垃圾
2409,可擦摩笔,干垃圾
2410,可擦魔笔,干垃圾
2411,可充电电池,有害垃圾
2412,可回收,可回收垃圾
2413,可回收的文具,可回收垃圾
2414,可回收垃圾号电池（无汞）,干垃圾
2415,可降解垃圾袋,干垃圾
2416,可降解塑料,可回收垃圾
2417,可降解塑料袋,干垃圾
2418,可降解塑料盒,可回收垃圾
2419,可降解吸管,湿垃圾
2420,可口可乐瓶,可回收垃圾
2421,可口可乐纸杯,干垃圾
2422,可乐,湿垃圾
2423,可乐杯,干垃圾
2424,可乐罐,可回收垃圾
2425,可乐空罐,可回收垃圾
2426,可乐瓶,可回收垃圾
2427,可乐瓶盖,可回收垃圾
2428,可乐瓶瓶盖,可回收垃圾
2429,可丽饼,湿垃圾
2430,课本,可回收垃圾
2431,课桌,大件垃圾
2432,肯德基豆浆杯盖,可回收垃圾
2433,肯德基豆浆杯盖（印有可回收标志）,可回收垃圾
2434,肯德基番茄酱包装袋,干垃圾
2435,肯德基炸鸡,湿垃圾
2436,肯德基纸袋,可回收垃圾
2437,空玻璃瓶,可回收垃圾
2438,空的饮料瓶,可回收垃圾
2439,空罐头,可回收垃圾
2440,空酱油瓶,可回收垃圾
2441,空酒瓶,可回收垃圾
2442,空煤气罐,可回收垃圾
2443,空灭火器,可回收垃圾
2444,空气净化器,可回收垃圾
2445,空气净化器过滤网,可回收垃圾
2446,空气净化器滤网,干垃圾
2447,空气净化器滤芯,干垃圾
2448,空气滤芯,干垃圾
2449,空气清新剂罐,干垃圾
2450,空水瓶,可回收垃圾
2451,空调,可回收垃圾
2452,空调包装,可回收垃圾
2453,空调机,可回收垃圾
2454,空调两用风扇,可回收垃圾
2455,空调滤芯,干垃圾
2456,空调器,可回收垃圾
2457,空调清洗消毒液瓶,有害垃圾
2458,空调扇,可回收垃圾
2459,空调遥控器,可回收垃圾
2460,空涂料桶,有害垃圾
2461,空小瓦斯罐,可回收垃圾
2462,空牙膏,干垃圾
2463,空养乐多瓶子,可回收垃圾
2464,空药瓶,有害垃圾
2465,空饮料瓶,可回收垃圾
2466,空油瓶,可回收垃圾
2467,空油漆桶,有害垃圾
2468,空纸盒,可回收垃圾
2469,口服药,有害垃圾
2470,口服液,有害垃圾
2471,口服液瓶,有害垃圾
2472,口服液瓶子,有害垃圾
2473,口服液药瓶,有害垃圾
2474,口红,干垃圾
2475,口红盒,干垃圾
2476,口香糖,干垃圾
2477,口香糖包装纸,干垃圾
2478,口香糖塑料盒,可回收垃圾
2479,口罩,干垃圾
2480,扣子,干垃圾
2481,枯树叶,湿垃圾
2482,枯树枝,湿垃圾
2483,枯萎的花,湿垃圾
2484,枯萎的鲜花,湿垃圾
2485,枯萎花草,干垃圾
2486,枯萎花束,湿垃圾
2487,枯叶,湿垃圾
2488,枯枝,湿垃圾
2489,枯枝败叶,湿垃圾
2490,苦瓜,湿垃圾
2491,裤袜,可回收垃圾
2492,裤子,可回收垃圾
2493,快餐盒,干垃圾
2494,快递包装袋,干垃圾
2495,快递包装盒,可回收垃圾
2496,快递包装纸,干垃圾
2497,快递冰袋,干垃圾
2498,快递餐盒,干垃圾
2499,快递袋,干垃圾
2500,快递袋子,干垃圾
2501,快递单,干垃圾
2502,快递盒,可回收垃圾
2503,快递盒子,可回收垃圾
2504,快递塑料包装纸,干垃圾
2505,快递贴纸,干垃圾
2506,快递箱,可回收垃圾
2507,快递信封,可回收垃圾
2508,快递纸,干垃圾
2509,快递纸板,可回收垃圾
2510,快递纸板箱,可回收垃圾
2511,快递纸袋,可回收垃圾
2512,快递纸箱,可回收垃圾
2513,快速面盒,干垃圾
2514,筷子,干垃圾
2515,宽粉,湿垃圾
2516,宽粉条,湿垃圾
2517,矿泉水瓶,可回收垃圾
2518,矿泉水瓶盖,可回收垃圾
2519,矿泉水瓶子,可回收垃圾
2520,矿泉水桶,可回收垃圾
2521,矿水瓶,可回收垃圾
2522,矿物猫砂,湿垃圾
2523,矿物油,有害垃圾
2524,葵花子壳,湿垃圾
2525,葵花籽,湿垃圾
2526,葵花籽壳,湿垃圾
2527,捆绑带,干垃圾
2528,垃圾袋,干垃圾
2529,垃圾塑料袋,干垃圾
2530,垃圾桶,可回收垃圾
2531,垃圾箱,可回收垃圾
2532,拉菲草,湿垃圾
2533,拉杆箱,大件垃圾
2534,拉拉裤,干垃圾
2535,拉链,干垃圾
2536,拉面盒子,干垃圾
2537,腊笔,干垃圾
2538,腊肉,湿垃圾
2539,蜡笔,干垃圾
2540,蜡笔画,干垃圾
2541,蜡笔画的画,干垃圾
2542,蜡油,干垃圾
2543,蜡纸,干垃圾
2544,蜡烛,干垃圾
2545,蜡烛包装,干垃圾
2546,蜡烛塑料模,干垃圾
2547,蜡烛塑料膜,干垃圾
2548,辣酱,湿垃圾
2549,辣椒,湿垃圾
2550,辣椒酱,湿垃圾
2551,辣条,湿垃圾
2552,辣条包装袋,干垃圾
2553,辣条袋子,干垃圾
2554,蓝罐曲奇盒,可回收垃圾
2555,蓝莓干,湿垃圾
2556,蓝色,有害垃圾
2557,蓝牙耳机,可回收垃圾
2558,篮球,可回收垃圾
2559,烂菜叶,湿垃圾
2560,烂黄瓜,湿垃圾
2561,烂桔,湿垃圾
2562,烂桔子,湿垃圾
2563,烂苹果,湿垃圾
2564,烂蔬菜,湿垃圾
2565,烂树叶,湿垃圾
2566,烂水果,湿垃圾
2567,烂桃,湿垃圾
2568,烂香蕉,湿垃圾
2569,烂叶子,湿垃圾
2570,烂衣服,可回收垃圾
2571,烂猪肉,湿垃圾
